space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
philipobiorah/socratic-tutor,Google,model_dependency,hf_linked_model,google/gemma-4-E4B-it,hub_metadata,high,Gemma,apache-2.0,base_model_namespace
Phoenix3274/AI-Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Phoenix3274/AI-Quiz-Generator,Microsoft,model_dependency,hf_linked_model,microsoft/Phi-3-mini-4k-instruct,hub_metadata,high,Phi,mit,model_namespace
Pooja1218/ai-quiz-generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Pooja1218/ai-quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Pooja1218/ai-quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,question_gen.py,high,,not_applicable,code_signature
Pooja1218/ai-quiz-generator,namespace:mrm8488,model_dependency,hf_linked_model,mrm8488/t5-base-finetuned-question-generation-ap,hub_metadata,high,T5/FLAN-T5,apache-2.0,unmapped_public_namespace
poojithathalla/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Prak2005/AI-Powered-Personal-Study-Assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
pranaymachi/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
pranaymachi/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
praneeth300/AI-Quiz-Generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
praneeth300/AI-Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
praneeth300/AI-Quiz-Generator,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3-Coder-480B-A35B-Instruct,hub_metadata,high,Qwen,apache-2.0,model_namespace
Pranshuu/educational-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Pranshuu/educational-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Pranshuu/educational-chatbot,namespace:distilbert,model_dependency,hf_linked_model,distilbert/distilgpt2,hub_metadata,high,distilgpt2,apache-2.0,unmapped_public_namespace
prasanth22118131/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
prasanth22118131/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Pratap1928/AI_Teaching_Assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
pratikshahp/Education-Chatbot-Guardrail,OpenAI,inference_service,code_signature,openai_official,openai-app.py,high,,not_applicable,code_signature
pratikshahp/Education-Chatbot-Guardrail,Together AI,inference_service,package,together,requirements.txt,high,,not_applicable,package
pratikshahp/Education-Chatbot-Guardrail,Together AI,inference_service,code_signature,together_sdk,app.py,high,,not_applicable,code_signature
pratikshahp/Education-Chatbot-Guardrail,Together AI,inference_service,code_signature,together_sdk,guardrail.py,high,,not_applicable,code_signature
pratikshahp/Education-Chatbot-Guardrail,Meta,model_dependency,code_model_id,meta-llama/Llama-3-70b-chat-hf,selected_source_files,medium,Llama,missing,model_namespace
pratikshahp/Education-Chatbot-Guardrail,Meta,model_dependency,code_model_id,Meta-Llama/LlamaGuard-2-8b,selected_source_files,medium,Llama,missing,model_namespace
Premsp2005/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
provokingdiaries/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
pseudolab/AI_Tutor_BERT,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
pseudolab/AI_Tutor_BERT,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
pseudolab/AI_Tutor_BERT,namespace:CountingMstar,model_dependency,hf_linked_model,CountingMstar/ai-tutor-bert-model,hub_metadata,high,BERT,missing,unmapped_public_namespace
pseudolab/AI_Tutor_BERT,namespace:google-bert,model_dependency,hf_linked_model,google-bert/bert-base-uncased,hub_metadata,high,BERT,apache-2.0,unmapped_public_namespace
pydeoxy/quiz_generator,User-managed runtime,local_runtime,package,llama-cpp-python,requirements.txt,high,,not_applicable,package
pydeoxy/quiz_generator,Meta,model_dependency,hf_linked_model,bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,hub_metadata,high,Llama,llama3.1,base_model_namespace
qhaData/quiz-generator-pipeline,User-managed runtime,local_runtime,package,ollama,requirements.txt,high,,not_applicable,package
qhaData/quiz-generator-pipeline,namespace:dangvantuan,model_dependency,hf_linked_model,dangvantuan/sentence-camembert-base,hub_metadata,high,sentence,apache-2.0,unmapped_public_namespace
qhaData/quiz-generator-pipeline,namespace:OrdalieTech,model_dependency,hf_linked_model,OrdalieTech/Solon-embeddings-large-0.1,hub_metadata,high,Solon,mit,unmapped_public_namespace
RabiaAbsar/genai-tutor-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
RabiaAbsar/genai-tutor-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
RabiaAbsar/genai-tutor-chatbot,namespace:LiquidAI,model_dependency,hf_linked_model,LiquidAI/LFM2-1.2B,hub_metadata,high,LFM2,other,unmapped_public_namespace
rachapich/PISA-Teaching-Assistant-ChatBot-Guru,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rahul2298/QuizGenerator,Hugging Face,inference_service,code_signature,hf_inference,src/streamlit_app.py,high,,not_applicable,code_signature
Rahul2298/QuizGenerator,Meta,model_dependency,hf_linked_model,meta-llama/Meta-Llama-3-8B-Instruct,hub_metadata,high,Llama,llama3,model_namespace
Rahul2298/QuizGenerator,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-mpnet-base-v2,hub_metadata,high,all,apache-2.0,unmapped_public_namespace
RAHYDV/teaching-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
RAHYDV/teaching-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Raja02424/education-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Raja02424/education-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Raja02424/education-chatbot,Google,model_dependency,hf_linked_model,google/flan-t5-large,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Rajeev0102/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rajeev0102/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Rajesh20/AI_Tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rajesh20/AI_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Rajesh20/AI_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
RAJKUMAR2504/AI-Study-Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
RAJKUMAR2504/AI-Study-Assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
RAJKUMAR2504/AI-Study-Assistant,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
Ram05saran/ai-language-tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Ram05saran/ai-language-tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
ramashandoubeh/Education-chatbot,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
ramashandoubeh/Education-chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
ramusakthivel17/educational-rag-chatbot,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
ramusakthivel17/educational-rag-chatbot,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
ramusakthivel17/educational-rag-chatbot,namespace:models,model_dependency,code_model_id,models/gemini-embedding-001,selected_source_files,medium,gemini,missing,unmapped_public_namespace
Ramya8637/quiz-generator,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
RamyaKammari/jee_ai_tutor,Hugging Face,inference_service,code_signature,hf_inference,query_data_models.py,high,,not_applicable,code_signature
RamyaKammari/jee_ai_tutor,OpenAI,inference_service,code_signature,openai_official,create_database.py,high,,not_applicable,code_signature
RamyaKammari/jee_ai_tutor,Meta,model_dependency,hf_linked_model,meta-llama/Meta-Llama-3-8B,hub_metadata,high,Llama,llama3,model_namespace
RamyaKammari/jee_ai_tutor,Mistral AI,model_dependency,hf_linked_model,mistralai/Mixtral-8x7B-Instruct-v0.1,hub_metadata,high,Mistral/Mixtral,apache-2.0,base_model_namespace
Rashpinder/RAG-based-Agentic-AI-tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Rashpinder/RAG-based-Agentic-AI-tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
RayaRam11/Study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
RayaRam11/Study-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Rayi-ss/AI-Powered-Study-Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Rayi-ss/AI-Powered-Study-Assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Rayi-ss/AI-Powered-Study-Assistant,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen2.5-7B-Instruct,hub_metadata,high,Qwen,apache-2.0,base_model_namespace
Razzaqi3143/Engineering_Quiz_Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Razzaqi3143/Engineering_Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
rcventura108000/Sophia-Ai-english-tutor,OpenAI,inference_service,configuration_signature,openai_official,.env.example,medium,,not_applicable,configuration_signature
rexiy/study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
rexiy/study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
rgos20000/Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Rishabh12j/AI_Powered_Teaching_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rishabh12j/AI_Powered_Teaching_Assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Rishabh12j/AI_Powered_Teaching_Assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Rishabh12j/AI_Powered_Teaching_Assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
Rishabh12j/Teaching_Assistant_AI,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
Rishabh12j/Teaching_Assistant_AI,OpenAI,inference_service,code_signature,openai_official,config.py,high,,not_applicable,code_signature
Rishabh12j/Teaching_Assistant_AI,OpenAI,inference_service,code_signature,openai_official,models.py,high,,not_applicable,code_signature
Riya00/quiz_generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Riya00/quiz_generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Riya00/quiz_generator,Google,model_dependency,hf_linked_model,google/flan-t5-large,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
rk803/Data_Science_Tutor_Ai,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
rk803/Data_Science_Tutor_Ai,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Rohit8827/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rohit8827/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Rosh-2/physics_tutor_chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Rosh-2/physics_tutor_chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
roshandakhore2003/nuron-teaching-assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
roshandakhore2003/nuron-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements (1).txt,high,,not_applicable,package
roshandakhore2003/nuron-teaching-assistant,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
roxqtang/ai-teaching-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
roxqtang/ai-teaching-assistant,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high,,not_applicable,code_signature
Rupesx007/quiz_generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Rupesx007/quiz_generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Rupesx007/quiz_generator,namespace:distilbert,model_dependency,hf_linked_model,distilbert/distilbert-base-cased-distilled-squad,hub_metadata,high,distilbert,apache-2.0,unmapped_public_namespace
Rupesx007/quiz_generator,namespace:facebook,model_dependency,hf_linked_model,facebook/bart-large-cnn,hub_metadata,high,bart,mit,unmapped_public_namespace
Rupesx007/quiz_generator,namespace:valhalla,model_dependency,hf_linked_model,valhalla/t5-base-qg-hl,hub_metadata,high,T5/FLAN-T5,mit,unmapped_public_namespace
Rushi420/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Rushi420/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
s1313/Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
