space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
sabahat-shakeel/study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
sabahat-shakeel/study-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
sabrineoueslati/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sabrineoueslati/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
sachi2004/ai-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sachi2004/ai-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Sadem-12/AI_Study_Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Sadem-12/AI_Study_Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,mind_map.py,high,,not_applicable,code_signature
Sadem-12/AI_Study_Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,quiz_generator.py,high,,not_applicable,code_signature
Sadem-12/AI_Study_Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,summarization.py,high,,not_applicable,code_signature
Sadem-12/AI_Study_Assistant,namespace:facebook,model_dependency,hf_linked_model,facebook/bart-large-cnn,hub_metadata,high,bart,mit,unmapped_public_namespace
Sadem-12/AI_Study_Assistant,namespace:google-t5,model_dependency,hf_linked_model,google-t5/t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,unmapped_public_namespace
Sadem-12/AI_Study_Assistant,namespace:Salesforce,model_dependency,hf_linked_model,Salesforce/blip-image-captioning-base,hub_metadata,high,blip,bsd-3-clause,unmapped_public_namespace
sagarvc420/Educational_LLM_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sagarvc420/Educational_LLM_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
sagarvc420/Educational_LLM_Chatbot,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-v0.1,hub_metadata,high,Mistral/Mixtral,apache-2.0,model_namespace
sagarvc420/Educational_LLM_Chatbot,Mistral AI,model_dependency,hf_linked_model,sagarvc420/results,hub_metadata,high,Mistral/Mixtral,missing,base_model_namespace
SahilGupta4/Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SahilGupta4/Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SaiAbhiYaswanth/study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SaiAbhiYaswanth/study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
saikumar27/AI_Powered_Data_Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
saikumar27/AI_Powered_Data_Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
saimahashmi/ai-study-assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
saimahashmi/ai-study-assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
saimahashmi/ai-study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
saimahashmi/ai-study-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
saimahashmi/ai-study-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sairaarif89/AITutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sairaarif89/AITutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
sairaarif89/AITutor,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
SaiRithwik2004/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SaiRithwik2004/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Sajid1974/Socratic_QA_GenAI_Tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Sajid1974/Socratic_QA_GenAI_Tutor,Groq,inference_service,code_signature,groq_sdk,agents/socratic_agent.py,high,,not_applicable,code_signature
Sajid1974/Socratic_QA_GenAI_Tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Sajid1974/Socratic_QA_GenAI_Tutor,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
salsh093/SEG_StudyAssistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
salsh093/SEG_StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
salsh093/SEG_StudyAssistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
salsh093/SEG_StudyAssistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
samadjunejo/ai_study_assistant,Groq,inference_service,code_signature,groq_sdk,src/streamlit_app.py,high,,not_applicable,code_signature
samakanishkareddy/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Samanfatima563474/tutor-ai,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Samanfatima563474/tutor-ai,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Samanfatima563474/tutor-ai,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
SambaReshma/AI_TUTOR,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SambaReshma/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sameekghosh/ai-python-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sameekghosh/ai-python-teaching-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
sameekghosh/ai-python-teaching-assistant,TII,model_dependency,hf_linked_model,tiiuae/falcon-7b-instruct,hub_metadata,high,Falcon,apache-2.0,model_namespace
samekbotfactorycz/aitutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
samekbotfactorycz/aitutor,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
samekbotfactorycz/aitutor,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
Samyakj69/Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Samyakj69/Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SanaBegum23/AI_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sanakousar/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sanchezpaez/speech_to_text_to_speech_language_tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
sandariyogitha/AI_TUTOR,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sandariyogitha/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sangareddijaswanth/study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sangareddijaswanth/study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sanjana033/my-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sanjana033/my-study-assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Sanjay0102/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Sanjay0102/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sanketh2334/biology_ai_tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sanketh2334/biology_ai_tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
sanketh2334/biology_ai_tutor,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.1,hub_metadata,high,Mistral/Mixtral,apache-2.0,base_model_namespace
sanketh2334/biology_ai_tutor,namespace:Salesforce,model_dependency,hf_linked_model,Salesforce/blip2-opt-2.7b,hub_metadata,high,blip2,mit,unmapped_public_namespace
santhoshi-123/AITUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
santosh7/AI_converstion_Data_Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
santosh7/AI_converstion_Data_Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Santoshtambe/ai-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Santoshtambe/ai-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Santoshtambe/study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Santoshtambe/study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
saraHamza/Engli-Tutor-Chatbot,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Saravana-Saro14/Educational-chatbot,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Saravana-Saro14/Educational-chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
saru21/study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
saru21/study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
satvik452007/Study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
satvik452007/Study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Sayan21/Video-Tutor-AI,Amazon Web Services,cloud_sdk,package,boto3,backend/requirements.txt,high,,not_applicable,package
Sayan21/Video-Tutor-AI,Google,inference_service,code_signature,gemini_sdk,backend/rag.py,high,,not_applicable,code_signature
Sayan21/Video-Tutor-AI,Google,inference_service,code_signature,gemini_sdk,backend/utils.py,high,,not_applicable,code_signature
Sayan21/Video-Tutor-AI,Google,inference_service,package,google-genai,backend/requirements.txt,high,,not_applicable,package
Sayu28/Education-Chatbot1,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
SBDeploy/Study_Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
SBDeploy/Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SBDeploy/Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SerotoninRonin/Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
SerotoninRonin/Quiz-Generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
SerotoninRonin/Quiz-Generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
sewusida/statistics_study_assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
sewusida/statistics_study_assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
SH1VAM-2027/studyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SH1VAM-2027/studyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Shahbazakbar/AI-Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Shahbazakbar/AI-Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Shahbazakbar/AI-Tutor,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.3,hub_metadata,high,Mistral/Mixtral,apache-2.0,base_model_namespace
Shahbazakbar/RAG-AI-Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Shahbazakbar/RAG-AI-Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Shahbazakbar/RAG-AI-Tutor,namespace:facebook,model_dependency,hf_linked_model,facebook/bart-large,hub_metadata,high,bart,apache-2.0,unmapped_public_namespace
shaheerawan3/AI-Teaching-Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
shaheerawan3/AI-Teaching-Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,model.py,high,,not_applicable,code_signature
shaheerawan3/AI-Teaching-Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,train.py,high,,not_applicable,code_signature
shaheerawan3/AI-Teaching-Assistant,namespace:openai-community,model_dependency,hf_linked_model,openai-community/gpt2,hub_metadata,high,gpt2,mit,unmapped_public_namespace
shahzaib41202/AI_ML_Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
shahzaib41202/AI_ML_Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
shahzaib41202/AI_ML_Tutor,namespace:lmsys,model_dependency,hf_linked_model,lmsys/vicuna-7b-v1.1,hub_metadata,high,vicuna,missing,unmapped_public_namespace
shahzaib41202/AI_ML_Tutor,namespace:shahzaib41202,model_dependency,hf_linked_model,shahzaib41202/ai-ml-tutor-v1,hub_metadata,high,vicuna,missing,unmapped_public_namespace
shahzaib41202/AI_ML_Tutor,namespace:TheBloke,model_dependency,code_model_id,TheBloke/vicuna-7B-1.1-HF,selected_source_files,medium,vicuna,missing,unmapped_public_namespace
shankar-dev24/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
shawarnaditya121/ai-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
shawarnaditya121/ai-teaching-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
shawarnaditya121/ai-teaching-assistant,Microsoft,model_dependency,hf_linked_model,microsoft/phi-1_5,hub_metadata,high,Phi,mit,model_namespace
shb59na/ai-study-tutor,Google,inference_service,configuration_signature,gemini_sdk,.env.example,medium,,not_applicable,configuration_signature
shb59na/ai-study-tutor,Google,inference_service,configuration_signature,gemini_sdk,ai-study-tutor/.env.example,medium,,not_applicable,configuration_signature
shb59na/ai-study-tutor,Google,inference_service,package,google-genai,ai-study-tutor/requirements.txt,high,,not_applicable,package
shb59na/ai-study-tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sheraz00/ai-teaching-assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
shikhahaljmili/ai-quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
shikhahaljmili/ai-quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
shikhahaljmili/ai-quiz-generator,Microsoft,model_dependency,hf_linked_model,microsoft/Phi-3-mini-128k-instruct,hub_metadata,high,Phi,mit,model_namespace
shirosh/ai-tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
shirosh/ai-tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Shivam10lm/ai-teaching-assistant,Groq,inference_service,code_signature,groq_sdk,main.py,high,,not_applicable,code_signature
shivasai02/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
shivasai02/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Shivateja23/DS_AI_TUTOR,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Shivateja23/DS_AI_TUTOR,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Shlok1005/Voice_chatbot_tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Shlok1005/Voice_chatbot_tutor,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.2-3B-Instruct,hub_metadata,high,Llama,llama3.2,model_namespace
Shlok1005/Voice_chatbot_tutor,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
shroukelnagdy/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
shukdevdatta123/Language-Learning-Companion,OpenRouter,inference_service,code_signature,openrouter_endpoint,app.py,high,,not_applicable,code_signature
shukdevdatta123/Language-Learning-Companion,Alibaba,model_dependency,code_model_id,qwen/qwen3-0.6b-04-28:free,selected_source_files,medium,Qwen,missing,model_namespace
shuklavartika/AI_Study_Assistant,Google,inference_service,code_signature,gemini_sdk,agents/qa.py,high,,not_applicable,code_signature
shuklavartika/AI_Study_Assistant,Google,inference_service,code_signature,gemini_sdk,agents/quiz.py,high,,not_applicable,code_signature
shuklavartika/AI_Study_Assistant,Google,inference_service,code_signature,gemini_sdk,agents/summarizer.py,high,,not_applicable,code_signature
shuklavartika/AI_Study_Assistant,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Siddhisapkal/AI_Tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Siddhisapkal/AI_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Sindu31/IntelliGent-AI-Tutor-System,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Sindu31/IntelliGent-AI-Tutor-System,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
siphiwesibisi/quiz-and-study-guide-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
siphiwesibisi/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
siphiwesibisi/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
siphiwesibisi/quiz-generator,namespace:google-t5,model_dependency,hf_linked_model,google-t5/t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,unmapped_public_namespace
Sirichandanasamala/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SirigajjeDurga/AI-Personal-Tutor,Groq,inference_service,package,groq,backend-app/requirements.txt,high,,not_applicable,package
siriItis/pdf-study-assistant,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
sk-12/EDUBUDDY-AI-TUTOR,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sk-12/EDUBUDDY-AI-TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Solkyash/Ai-study-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Solkyash/Ai-study-assistant,namespace:facebook,model_dependency,hf_linked_model,facebook/bart-large-cnn,hub_metadata,high,bart,mit,unmapped_public_namespace
sravani30/AI_QUIZ_GENERATOR,Google,inference_service,code_signature,gemini_sdk,model.py,high,,not_applicable,code_signature
sravani30/AI_QUIZ_GENERATOR,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Sree1216/AI_tutor,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Sree1216/AI_tutor,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
sreejamanthena/StudyAssistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
sreejamanthena/StudyAssistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
sreenivasulaReddy/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sreenivasulaReddy/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Sri921980/Ai_Tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SrihithaReddy123/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
srinivas25046/ai-study-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
srinivas25046/ai-study-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,src/streamlit_app.py,high,,not_applicable,code_signature
srinivas25046/ai-study-assistant,namespace:distilbert,model_dependency,hf_linked_model,distilbert/distilbert-base-cased-distilled-squad,hub_metadata,high,distilbert,apache-2.0,unmapped_public_namespace
srinivas25046/ai-study-assistant,namespace:google-t5,model_dependency,hf_linked_model,google-t5/t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,unmapped_public_namespace
srinivas25046/ai-study-assistant,namespace:sshleifer,model_dependency,hf_linked_model,sshleifer/distilbart-cnn-12-6,hub_metadata,high,distilbart,apache-2.0,unmapped_public_namespace
Srushtii-13/Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Srushtii-13/Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
starkbyte45896/Quiz_Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
starkbyte45896/Quiz_Generator,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.1,hub_metadata,high,Mistral/Mixtral,apache-2.0,base_model_namespace
sudeepthitellapally/AITutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sudipta26889/Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,chatbot_openrouter.py,high,,not_applicable,code_signature
sudipta26889/Quiz-Generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
sudipta26889/Quiz-Generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
sudipta26889/Quiz-Generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
Sujithraam/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Sujithraam/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
SujithRaam07/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
SujithRaam07/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sultan-hassan/adaptive_language_tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
sultan-hassan/adaptive_language_tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
sultan-hassan/adaptive_language_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
sultan-hassan/adaptive_language_tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
tariqm603/study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
tarunkanugu/study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
tarunkanugu/study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
tayy786/Ai_Tutor_App,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
tayy786/Ai_Tutor_App,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
tayy786/Ai_Tutor_App,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
tayy786/Ai_Tutor_App,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,BAAI,model_dependency,hf_linked_model,BAAI/bge-m3,hub_metadata,high,bge,mit,model_namespace
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,namespace:cross-encoder,model_dependency,hf_linked_model,cross-encoder/ms-marco-MiniLM-L6-v2,hub_metadata,high,ms,apache-2.0,unmapped_public_namespace
tejuu23/ai-tutor,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
tejuu23/ai-tutor,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
tfitzge134/gemini-learning-companion,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
tfitzge134/gemini-learning-companion,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
thabassum9/ai_tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
thabassum9/ai_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,User-managed runtime,local_runtime,code_signature,ollama_runtime,streamlit_app.py,high,,not_applicable,code_signature
theSriram/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app (2).py,high,,not_applicable,code_signature
theSriram/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,User-managed runtime,local_runtime,code_signature,ollama_runtime,app.py,high,,not_applicable,code_signature
thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Tomjedo/Education_Chatbot,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Tomjedo/Education_Chatbot,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Tonic/open-gpt-Lesson-Plan-Generator,Meta,model_dependency,hf_linked_model,allenai/tulu-2-dpo-13b,hub_metadata,high,Llama,other,base_model_namespace
tools4ds/ai_tutor,OpenAI,inference_service,configuration_signature,openai_official,apps/ai_tutor/.env.example,medium,,not_applicable,configuration_signature
tools4ds/ai_tutor,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
tools4ds/ai_tutor,namespace:TheBloke,model_dependency,hf_linked_model,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,hub_metadata,high,TinyLlama,apache-2.0,unmapped_public_namespace
towardsai-tutors/ai-tutor-chatbot,Hugging Face,hub_sdk,package,huggingface-hub,pyproject.toml,high,,not_applicable,package
towardsai-tutors/ai-tutor-chatbot,Anthropic,inference_service,package,anthropic,pyproject.toml,high,,not_applicable,package
towardsai-tutors/ai-tutor-chatbot,Anthropic,inference_service,configuration_signature,anthropic_import,.env.example,medium,,not_applicable,configuration_signature
towardsai-tutors/ai-tutor-chatbot,Anthropic,inference_service,package,langchain-anthropic,pyproject.toml,high,,not_applicable,package
